SurveyID,Passcode,Progress,Duration (in seconds),Finished,RecordedDate,Q1_CoySH,Q2_CatSH,Q3_1_CoyNE,Q3_2_CoyBE,Q3_3_CoyWat,Q3_4_CoyFS,Q3_5_CoyFed,Q3_6_CoyPA,Q3_7_CoyOther,Q4_1_CatNE,Q4_2_CatBE,Q4_3_CatWat,Q4_4_CatFS,Q4_5_CatFed,Q4_6_CatTouch,Q4_7_CatPA,Q4_8_CatOther,Q5_1_MyCat,Q5_2_NeighCat,Q5_3_Stray,Q5_4_Unsure,Q6_1_CoyTh,Q6_2_CoyIH,Q6_3_CoyIE,Q6_4_CoyThCat,Q6_5_CoyEF,Q6_6_CoyFM,Q6_7_CoyBeau,Q6_8_CoyKO,Q7_1_CatThB,Q7_2_CatRod,Q7_3_CatIH,Q7_4_CatWO,Q7_5_CatFM,Q7_6_CatBeau,Q7_7_CatKO,Q8_1_GenN,Q8_2_GenGS,Q8_3_GenECoy,Q8_4_GenECat,Q8_5_GenVeg,Q8_6_GenYard,Q8_7_GenUY,Q9_1_CatOut,Q9_2_TreeVeg,Q9_3_Exter,Q9_4_Trap,Q9_5_Lights,Q9_6_PetFood,Q9_7_DogOff,Q9_8_LockTrash,Q9_9_Prune,Q9_10_PestHerb,Q9_11_CreateHab,Q9_12_Other,Q10_1_Bbath,Q10_2_Bfeed,Q10_3_Fence,Q10_4_Flower,Q10_5_Fruit,Q10_6_Water,Q10_7_Veg,Q10_8_Wind,Q10_9_Woodpile,Q10_10_Other,Q11_1_Grass,Q11_2_Hardscape,Q11_3_Veg,Q11_4_Mulch,Q11_5_Shrub,Q11_6_Tree,Q11_7_Other,Q12_1_WLove,Q12_2_WProtect,Q12_3_WUse,Q12_4_WControl,Q12_5_WEmbrace,Q12_6_WExplore,Q12_7_WStudy,Q12_8_WAvoid,Q12_9_WCare,Q12_10_WIgnore,Q12_11_WUnderst,Q12_12_WAdmire,Q12_13_WRespect,Q13_Age,Q14_1_Female,Q14_2_Male,Q14_3_Non,Q14_4_NA,Q15_Place,Camera_Site_ID,Latitude,Longitude,TotalCoyotes,TotalCats,OBJECTID,Join_Count,TARGET_FID,COUNTY,POP_INC,INC_0_P,INC_50_P,INC_100_P,INC_125_P,INC_150_P,INC_185_P,INC_200_P,LOW_INC_P,OBJECTID_1,Join_Count_1,TARGET_FID_1,COUNTY_1,POP,WHITE_A_P,BLACK_A_P,AIAN_A_P,ASIAN_A_P,NHPI_A_P,OTHER_A_P,MULTI_P,WHITE_NH_P,BLACK_NH_P,AIAN_NH_P,ASIAN_NH_P,NHPI_NH_P,OTHER_NH_P,MULTI_NH_P,HISPANIC_P,WHITE_C_P,BLACK_C_P,AIAN_C_P,ASIAN_C_P,NHPI_C_P,OTHER_C_P,POC_P,OBJECTID_12,Join_Count_12,TARGET_FID_12,COUNTY_12,POP_1,AGE_0_P,AGE_5_P,AGE_18_P,AGE_35_P,AGE_65_P,AGE_75_P,MALE_P,FEMALE_P,POP_C_1,OBJECTID_12_13,Join_Count_12_13,COUNTY_12_13,POP_25,ED_LT_HS_P,ED_HS_P,ED_ASSOC_P,ED_BACH_P,ED_GRAD_P,AREA_12_13
108,61,100,367,1,11/9/24 18:22,26,104,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,2,-1,-1,1,0,-1,1,0,1,-1,1,0,2,0,-1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,50,10,0,0,30,10,0,1,0,1,0,0,1,1,-1,1,-1,1,1,1,5,1,0,0,0,1,POOR-W17-GHC,45.5978,-123,0,16.7339,10,2,37,67,1328,0,0,1,1,1,1.2,95.9,4.1,10,2,37,67,1329,75.4,0,0,0,0,7.1,17.4,73.1,0,0,0,0,0,4.1,22.6,92.8,4.5,1.1,0,0,19,26.9,10,2,37,080,1329,1.7,22,12.2,44.8,12.9,6.4,54.9,45.1,10.5,10,2,67,910,7,29,35.2,16.4,12.4,696767837.2
109,570,100,245,1,11/9/24 18:26,12,104,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,1,2,-1,-1,0,-1,1,1,0,-1,-1,1,-1,2,2,-1,1,0,1,2,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,50,10,10,10,10,10,0,2,2,0,1,1,1,2,-1,1,-1,2,0,1,4,1,0,0,0,2,POOR-W13-BLP,45.5558,-123,6.8548,0,9,2,33,67,10179,4.4,2.8,1.5,1.8,1,0,88.6,11.4,9,2,33,67,10179,41.4,2.2,0,44.7,0,5.2,6.4,36.6,2.2,0,44.7,0,1,3,12.8,47.6,2.7,1,47.3,0,8.2,63.4,9,2,33,085,10179,6.6,21.6,25.2,41.1,3.7,1.8,49.2,50.8,5.3,9,2,67,6638,1.9,12.7,22.5,30.2,32.8,206228433.4
110,547,100,328,1,11/9/24 18:32,52,104,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,-1,1,1,2,-1,-1,1,0,2,1,1,1,-1,1,-1,2,2,1,1,2,2,2,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,30,20,5,20,15,10,0,2,2,-1,-1,1,2,2,-1,2,-1,2,2,2,4,1,0,0,0,2,POOR-W13-BLP,45.5558,-123,6.8548,0,9,2,33,67,10179,4.4,2.8,1.5,1.8,1,0,88.6,11.4,9,2,33,67,10179,41.4,2.2,0,44.7,0,5.2,6.4,36.6,2.2,0,44.7,0,1,3,12.8,47.6,2.7,1,47.3,0,8.2,63.4,9,2,33,081,10179,6.6,21.6,25.2,41.1,3.7,1.8,49.2,50.8,5.3,9,2,67,6638,1.9,12.7,22.5,30.2,32.8,206228433.4
111,550,100,516,1,11/9/24 18:41,26,104,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,-1,-1,0,-1,2,-1,-1,1,-1,0,-1,2,2,0,-1,2,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,50,30,5,10,5,0,0,1,1,0,0,1,1,1,0,0,-1,1,1,2,3,0,0,0,1,2,POOR-W13-BLP,45.5558,-123,6.8548,0,9,2,33,67,10179,4.4,2.8,1.5,1.8,1,0,88.6,11.4,9,2,33,67,10179,41.4,2.2,0,44.7,0,5.2,6.4,36.6,2.2,0,44.7,0,1,3,12.8,47.6,2.7,1,47.3,0,8.2,63.4,9,2,33,082,10179,6.6,21.6,25.2,41.1,3.7,1.8,49.2,50.8,5.3,9,2,67,6638,1.9,12.7,22.5,30.2,32.8,206228433.4
112,85,100,506,1,11/9/24 18:50,104,52,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,-1,-1,2,2,2,-1,2,2,2,1,-1,-1,0,-1,2,2,-1,0,2,2,2,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,30,20,5,10,20,10,5,2,2,0,1,0,1,2,-1,2,-1,2,2,2,2,1,0,0,0,1,POOR-W17-GHC,45.5978,-123,0,16.7339,10,2,37,67,1328,0,0,1,1,1,1.2,95.9,4.1,10,2,37,67,1329,75.4,0,0,0,0,7.1,17.4,73.1,0,0,0,0,0,4.1,22.6,92.8,4.5,1.1,0,0,19,26.9,10,2,37,087,1329,1.7,22,12.2,44.8,12.9,6.4,54.9,45.1,10.5,10,2,67,910,7,29,35.2,16.4,12.4,696767837.2
113,525,100,303,1,11/9/24 18:55,104,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,2,2,0,-1,-1,2,1,1,2,2,0,-1,1,-1,2,2,1,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,67,3,10,0,10,10,0,2,2,-1,-1,2,2,1,2,2,2,2,2,2,5,1,0,0,0,2,POOR-W13-BLP,45.5558,-123,6.8548,0,9,2,33,67,10179,4.4,2.8,1.5,1.8,1,0,88.6,11.4,9,2,33,67,10179,41.4,2.2,0,44.7,0,5.2,6.4,36.6,2.2,0,44.7,0,1,3,12.8,47.6,2.7,1,47.3,0,8.2,63.4,9,2,33,077,10179,6.6,21.6,25.2,41.1,3.7,1.8,49.2,50.8,5.3,9,2,67,6638,1.9,12.7,22.5,30.2,32.8,206228433.4
114,1007,100,177,1,11/9/24 18:59,52,26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,1,1,-1,-1,0,-1,-1,1,1,-1,-1,1,-1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,80,20,0,0,10,1,0,1,1,1,1,1,1,1,0,1,-1,1,1,1,-99,-99,-99,-99,-99,-99,POOR-E18-SW12,45.4946,-122,4.2339,1.8142,4,3,15,51,5779,13.2,5.6,10.5,7.1,6.1,1.5,56.1,43.9,4,3,15,51,5876,73.5,4.7,3.2,2.4,0,5.3,10.8,68.5,3.2,0,2.4,0,0,9.3,16.2,84.4,8.5,6.3,5,0,7.3,31.5,4,3,15,056,5876,6.8,10.5,24,40.2,9.8,8.6,44.2,55.8,7,4,3,51,4472,12.3,28.1,33.7,13.5,12.4,30990375.08
115,7338,100,338,1,11/9/24 19:04,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,-1,0,2,1,2,-1,1,0,1,2,0,-1,1,0,-1,2,-1,0,-1,-1,2,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,0,1,1,0,5,1,0,0,0,11,POOR-E10-FFP,45.475,-123,1.4113,0,3,4,8,51,5394,6.4,12.1,6.2,3.8,6,4.7,60.7,39.3,3,4,8,51,5577,66.4,4.6,5.3,16,0,2,5.6,60.5,4,1.2,16,0,0,3.5,14.6,70.7,6.6,7.1,16.4,0,5,39.5,3,4,8,058,5577,5.2,18.5,21.2,47,5.5,2.7,54.3,45.7,6.7,3,4,51,4033,10.6,30.8,26,21,11.5,21882549.9
116,5912,100,524,1,11/10/24 7:19,6,52,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,2,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,2,2,1,-1,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,30,10,10,10,30,10,0,2,2,-1,-1,2,2,1,-1,2,-1,1,2,2,3,1,0,0,0,10,POOR-E03-JCP,45.4611,-123,3.2258,0.2016,2,4,3,5,4341,4,3.2,2.4,2.2,2.9,1,84.8,15.2,2,4,3,5,4351,78.5,3.5,1.5,4.4,0,2.2,9.9,75,3.5,1,4.4,0,0,7.3,9.1,88.4,6.6,4.4,6.4,0,4.4,25,2,4,3,030,4351,6.2,12.8,17.7,45.2,9.1,8.9,47.3,52.7,6.6,2,4,5,3292,4.8,18.7,34.2,27.9,14.3,46456132.81
117,5880,100,734,1,11/10/24 9:47,0,104,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,1,2,0,-1,-1,0,-1,0,0,1,0,-1,0,-1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,20,15,5,15,30,15,0,-1,-1,-99,0,0,2,2,0,0,-1,2,2,2,4,1,0,0,0,10,POOR-E03-JCP,45.4611,-123,3.2258,0.2016,2,4,3,5,4341,4,3.2,2.4,2.2,2.9,1,84.8,15.2,2,4,3,5,4351,78.5,3.5,1.5,4.4,0,2.2,9.9,75,3.5,1,4.4,0,0,7.3,9.1,88.4,6.6,4.4,6.4,0,4.4,25,2,4,3,019,4351,6.2,12.8,17.7,45.2,9.1,8.9,47.3,52.7,6.6,2,4,5,3292,4.8,18.7,34.2,27.9,14.3,46456132.81
118,3574,100,857,1,11/10/24 10:43,6,104,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,-1,1,2,1,-1,-1,2,0,1,1,2,-1,-1,2,0,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,15,10,0,0,40,35,0,2,2,-1,0,2,2,2,-1,2,-1,2,2,2,5,0,1,0,0,7,POOR-S01-GBP,45.472,-123,1.0081,0.6048,7,6,20,51,3269,3.1,2.7,1.2,1.9,1.8,0,88.9,11.1,7,6,20,51,3386,74.5,3,0,10.7,0,0,11.7,73.5,3,0,10.7,0,0,10.4,2.4,86.3,5.2,0,18.7,0,1.5,26.5,7,6,20,079,3386,2.3,20.7,15.7,41.3,11.4,8.6,44.6,55.4,9.2,7,6,51,2404,1,11.4,19.8,40.3,27.9,19944172.83
119,5909,100,810,1,11/10/24 12:16,0,104,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,-1,0,1,1,-1,-1,0,-1,1,0,0,1,-1,1,-1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,75,5,0,0,10,10,0,1,1,-1,0,0,1,1,1,1,0,1,1,1,3,1,0,0,0,10,POOR-E03-JCP,45.4611,-123,3.2258,0.2016,2,4,3,5,4341,4,3.2,2.4,2.2,2.9,1,84.8,15.2,2,4,3,5,4351,78.5,3.5,1.5,4.4,0,2.2,9.9,75,3.5,1,4.4,0,0,7.3,9.1,88.4,6.6,4.4,6.4,0,4.4,25,2,4,3,029,4351,6.2,12.8,17.7,45.2,9.1,8.9,47.3,52.7,6.6,2,4,5,3292,4.8,18.7,34.2,27.9,14.3,46456132.81
120,7352,100,870,1,11/10/24 15:28,2,104,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-1,1,1,1,-1,-1,1,1,1,1,1,0,-1,1,0,2,2,0,1,2,2,2,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,10,10,15,10,20,35,0,2,2,0,0,1,2,2,0,1,-1,1,2,2,5,1,0,0,0,11,POOR-E10-FFP,45.475,-123,1.4113,0,3,4,8,51,5394,6.4,12.1,6.2,3.8,6,4.7,60.7,39.3,3,4,8,51,5577,66.4,4.6,5.3,16,0,2,5.6,60.5,4,1.2,16,0,0,3.5,14.6,70.7,6.6,7.1,16.4,0,5,39.5,3,4,8,061,5577,5.2,18.5,21.2,47,5.5,2.7,54.3,45.7,6.7,3,4,51,4033,10.6,30.8,26,21,11.5,21882549.9
121,5859,100,724,1,11/10/24 21:02,6,52,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,1,1,1,-1,-1,1,0,1,1,1,0,-1,0,-1,1,2,0,0,2,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,35,20,10,10,15,10,0,2,2,0,1,1,1,1,0,1,-1,1,1,2,3,1,0,0,0,8,POOR-E03-JCP,45.4611,-123,3.2258,0.2016,2,4,3,5,4341,4,3.2,2.4,2.2,2.9,1,84.8,15.2,2,4,3,5,4351,78.5,3.5,1.5,4.4,0,2.2,9.9,75,3.5,1,4.4,0,0,7.3,9.1,88.4,6.6,4.4,6.4,0,4.4,25,2,4,3,010,4351,6.2,12.8,17.7,45.2,9.1,8.9,47.3,52.7,6.6,2,4,5,3292,4.8,18.7,34.2,27.9,14.3,46456132.81
122,1931,100,467,1,11/10/24 21:29,26,104,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,-1,0,1,1,-1,-1,1,-1,2,1,0,0,-1,1,-1,1,2,1,-1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,30,25,5,0,20,20,0,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,3,0,1,0,0,5,POOR-W01-GHP,45.4758,-123,4.6371,0,8,4,24,51,2432,6.3,2.4,2.5,1,9.3,2.2,76.6,23.4,8,4,24,51,2543,82,4.2,0,3.2,0,3.1,7.4,71.6,4.2,0,3.2,0,1,6.7,13.6,89.4,4.8,5.4,4.1,0,4.5,28.4,8,4,24,075,2543,1.9,10.9,47.6,32.8,6.6,0,52.9,47.1,11,8,4,51,2056,0,5.3,28.2,40.2,26,8465182.576
123,9671,100,1184,1,11/11/24 21:54,6,104,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,-1,1,2,1,-1,-1,1,0,-1,1,0,1,-1,0,0,1,0,0,-1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,40,50,0,5,0,5,0,2,1,1,-1,1,1,1,-1,-1,-1,2,2,2,4,0,1,0,0,15,POOR-E21-BAR,45.481,-122,0.4032,4.2339,5,3,18,51,7664,8.8,6.7,16.2,3.4,9.5,4.2,51.2,48.8,5,3,18,51,7664,80.3,0,1.8,2.8,0,3.7,11.2,66.4,0,1.8,2.8,0,1,3.4,25,91.2,1.2,3.4,3.8,1,11.8,33.6,5,3,18,064,7664,9.3,19.4,24.2,39.8,4.1,3.3,47.8,52.2,10.9,5,3,51,4538,17.6,30,33.8,17.1,1.5,30292872.59
124,03582!,100,473,1,11/11/24 22:16,2,104,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,-1,1,2,1,-1,0,-1,2,2,2,-1,-1,2,2,2,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,20,5,10,10,20,35,0,2,2,-1,-1,1,1,2,-1,0,0,1,1,2,3,1,0,0,0,7,POOR-S01-GBP,45.472,-123,1.0081,0.6048,7,6,20,51,3269,3.1,2.7,1.2,1.9,1.8,0,88.9,11.1,7,6,20,51,3386,74.5,3,0,10.7,0,0,11.7,73.5,3,0,10.7,0,0,10.4,2.4,86.3,5.2,0,18.7,0,1.5,26.5,7,6,20,081,3386,2.3,20.7,15.7,41.3,11.4,8.6,44.6,55.4,9.2,7,6,51,2404,1,11.4,19.8,40.3,27.9,19944172.83
125,5887,100,665,1,11/13/24 12:18,0,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,0,0,0,-1,2,-1,1,1,0,0,-1,1,-1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,30,20,15,5,10,20,0,2,2,0,-1,1,2,1,0,0,0,1,2,2,2,1,0,0,0,10,POOR-E03-JCP,45.4611,-123,3.2258,0.2016,2,4,3,5,4341,4,3.2,2.4,2.2,2.9,1,84.8,15.2,2,4,3,5,4351,78.5,3.5,1.5,4.4,0,2.2,9.9,75,3.5,1,4.4,0,0,7.3,9.1,88.4,6.6,4.4,6.4,0,4.4,25,2,4,3,023,4351,6.2,12.8,17.7,45.2,9.1,8.9,47.3,52.7,6.6,2,4,5,3292,4.8,18.7,34.2,27.9,14.3,46456132.81
126,3543,100,395,1,11/13/24 13:54,12,104,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-1,1,2,0,-1,-1,2,-1,1,0,1,-1,-1,1,1,2,2,2,1,-1,2,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,50,10,10,0,0,30,0,2,2,-1,-1,1,2,1,-1,1,-1,2,2,2,4,1,0,0,0,7,POOR-S01-GBP,45.472,-123,1.0081,0.6048,7,6,20,51,3269,3.1,2.7,1.2,1.9,1.8,0,88.9,11.1,7,6,20,51,3386,74.5,3,0,10.7,0,0,11.7,73.5,3,0,10.7,0,0,10.4,2.4,86.3,5.2,0,18.7,0,1.5,26.5,7,6,20,068,3386,2.3,20.7,15.7,41.3,11.4,8.6,44.6,55.4,9.2,7,6,51,2404,1,11.4,19.8,40.3,27.9,19944172.83
127,9672,100,1615,1,11/14/24 15:04,2,104,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,-1,0,1,-1,1,2,1,1,0,0,0,2,1,0,0,1,2,2,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,40,25,15,5,10,5,0,2,2,2,1,2,2,1,-1,1,-1,2,2,1,5,1,0,0,0,14,POOR-E21-BAR,45.481,-122,0.4032,4.2339,5,3,18,51,7664,8.8,6.7,16.2,3.4,9.5,4.2,51.2,48.8,5,3,18,51,7664,80.3,0,1.8,2.8,0,3.7,11.2,66.4,0,1.8,2.8,0,1,3.4,25,91.2,1.2,3.4,3.8,1,11.8,33.6,5,3,18,065,7664,9.3,19.4,24.2,39.8,4.1,3.3,47.8,52.2,10.9,5,3,51,4538,17.6,30,33.8,17.1,1.5,30292872.59
128,5868,100,463,1,11/14/24 21:37,0,104,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,-1,0,1,1,-1,-1,1,-1,2,1,2,2,-1,0,-1,2,2,0,0,2,2,2,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,20,30,15,5,10,10,10,2,2,-1,0,1,1,1,0,0,-1,1,2,2,2,1,0,0,0,10,POOR-E03-JCP,45.4611,-123,3.2258,0.2016,2,4,3,5,4341,4,3.2,2.4,2.2,2.9,1,84.8,15.2,2,4,3,5,4351,78.5,3.5,1.5,4.4,0,2.2,9.9,75,3.5,1,4.4,0,0,7.3,9.1,88.4,6.6,4.4,6.4,0,4.4,25,2,4,3,013,4351,6.2,12.8,17.7,45.2,9.1,8.9,47.3,52.7,6.6,2,4,5,3292,4.8,18.7,34.2,27.9,14.3,46456132.81
129,4899,100,1012,1,11/15/24 13:32,6,104,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,-1,1,1,1,-1,-1,1,-1,2,1,-1,1,-1,-1,-1,1,2,0,-1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,20,20,5,10,35,10,0,2,2,-1,-1,1,2,1,-1,1,-1,1,1,2,5,1,0,0,0,9,POOR-E01-OB21,45.4843,-123,1.2097,3.2258,1,2,1,51,3284,6.1,5.7,4,1.9,4.4,1,77.1,22.9,1,2,1,51,3284,81.7,1,0,1.8,0,7.3,8.6,81.1,1,0,1.8,0,2.1,4.2,10.2,90.3,1,1.1,5.4,0,11.1,18.9,1,2,1,071,3284,2.1,15.7,29.7,35.6,10.4,6.7,47.8,52.2,8.1,1,2,51,2457,3.9,9.2,26.4,30.7,29.9,12641185.98
130,3555,100,624,1,11/15/24 17:21,0,104,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,-1,-1,0,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,2,-1,0,2,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,30,15,5,35,10,5,0,1,1,-1,0,1,1,1,0,-1,1,1,0,1,1,1,0,0,0,7,POOR-S01-GBP,45.472,-123,1.0081,0.6048,7,6,20,51,3269,3.1,2.7,1.2,1.9,1.8,0,88.9,11.1,7,6,20,51,3386,74.5,3,0,10.7,0,0,11.7,73.5,3,0,10.7,0,0,10.4,2.4,86.3,5.2,0,18.7,0,1.5,26.5,7,6,20,072,3386,2.3,20.7,15.7,41.3,11.4,8.6,44.6,55.4,9.2,7,6,51,2404,1,11.4,19.8,40.3,27.9,19944172.83
132,7367,100,372,1,11/16/24 11:09,1,104,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,1,1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,1,1,-1,-1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,80,10,8,0,2,2,-1,0,1,2,1,-1,1,-1,2,1,2,3,1,0,0,0,11,POOR-E10-FFP,45.475,-123,1.4113,0,3,4,8,51,5394,6.4,12.1,6.2,3.8,6,4.7,60.7,39.3,3,4,8,51,5577,66.4,4.6,5.3,16,0,2,5.6,60.5,4,1.2,16,0,0,3.5,14.6,70.7,6.6,7.1,16.4,0,5,39.5,3,4,8,063,5577,5.2,18.5,21.2,47,5.5,2.7,54.3,45.7,6.7,3,4,51,4033,10.6,30.8,26,21,11.5,21882549.9
133,4904,100,324,1,11/16/24 15:50,6,52,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,1,0,-1,-1,1,-1,1,-1,0,1,-1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,70,10,10,0,5,5,0,0,1,-1,-1,1,1,1,-1,-1,1,1,1,1,5,0,1,0,0,8,POOR-E01-OB23,45.4843,-123,1.2097,3.2258,1,2,1,51,3284,6.1,5.7,4,1.9,4.4,1,77.1,22.9,1,2,1,51,3284,81.7,1,0,1.8,0,7.3,8.6,81.1,1,0,1.8,0,2.1,4.2,10.2,90.3,1,1.1,5.4,0,11.1,18.9,1,2,1,073,3284,2.1,15.7,29.7,35.6,10.4,6.7,47.8,52.2,8.1,1,2,51,2457,3.9,9.2,26.4,30.7,29.9,12641185.98
134,5853,100,879,1,11/17/24 21:16,2,104,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-1,-1,2,0,-1,0,-1,2,-1,-1,2,-1,-1,1,2,1,0,-1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,35,25,5,5,25,5,0,0,0,-1,1,0,0,1,0,-1,1,1,0,0,5,0,1,0,0,8,POOR-E03-JCP,45.4611,-123,3.2258,0.2016,2,4,3,5,4341,4,3.2,2.4,2.2,2.9,1,84.8,15.2,2,4,3,5,4351,78.5,3.5,1.5,4.4,0,2.2,9.9,75,3.5,1,4.4,0,0,7.3,9.1,88.4,6.6,4.4,6.4,0,4.4,25,2,4,3,009,4351,6.2,12.8,17.7,45.2,9.1,8.9,47.3,52.7,6.6,2,4,5,3292,4.8,18.7,34.2,27.9,14.3,46456132.81
135,1872,100,678,1,11/20/24 16:32,26,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,-1,1,0,-1,-1,0,-1,0,1,1,0,-1,0,-1,1,2,0,0,1,1,2,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,10,5,5,5,25,50,0,2,2,0,0,1,1,2,-1,1,-1,2,2,2,5,0,1,0,0,5,POOR-W01-GHP,45.4758,-123,4.6371,0,8,4,24,51,2432,6.3,2.4,2.5,1,9.3,2.2,76.6,23.4,8,4,24,51,2543,82,4.2,0,3.2,0,3.1,7.4,71.6,4.2,0,3.2,0,1,6.7,13.6,89.4,4.8,5.4,4.1,0,4.5,28.4,8,4,24,056,2543,1.9,10.9,47.6,32.8,6.6,0,52.9,47.1,11,8,4,51,2056,0,5.3,28.2,40.2,26,8465182.576
136,1894,100,581,1,11/20/24 19:41,104,104,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,2,0,-1,-1,2,-1,0,0,-1,2,-1,-1,-1,2,2,2,-1,2,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,35,35,10,10,5,5,0,2,2,-1,-1,2,2,2,-1,2,-1,2,2,2,5,0,1,0,0,7,POOR-W01-GHP,45.4758,-123,4.6371,0,8,4,24,51,2432,6.3,2.4,2.5,1,9.3,2.2,76.6,23.4,8,4,24,51,2543,82,4.2,0,3.2,0,3.1,7.4,71.6,4.2,0,3.2,0,1,6.7,13.6,89.4,4.8,5.4,4.1,0,4.5,28.4,8,4,24,065,2543,1.9,10.9,47.6,32.8,6.6,0,52.9,47.1,11,8,4,51,2056,0,5.3,28.2,40.2,26,8465182.576
